label,title
1,The Case for Laboratory Developed Procedures: Quality and Positive Impact on Patient Care
1,5 Molecular Microbiology
1,"Genus Psoralea: A review of the traditional and modern uses, phytochemistry and pharmacology"
1,Antivirals against animal viruses
1,In vitro methods for testing antiviral drugs
1,Chapter 3 Clinical Biochemistry and Hematology
1,"Vanadium: History, chemistry, interactions with α-amino acids and potential therapeutic applications"
1,"Synthesis, anti-varicella-zoster virus and anti-cytomegalovirus activity of quinazoline-2,4-diones containing isoxazolidine and phosphonate substructures"
0,Hereditary and acquired angioedema: Problems and progress: Proceedings of the third C1 esterase inhibitor deficiency workshop and beyond
0,Multiple sclerosis
0,Viral gastroenteritis
0,Primary biliary cirrhosis
0,25 Hemodialysis-Associated Infections ∗
0,Pathobiological mechanisms underlying metabolic syndrome (MetS) in chronic obstructive pulmonary disease (COPD): clinical significance and therapeutic strategies
0,An international perspective on hospitalized patients with viral community-acquired pneumonia
0,Guidelines for the management of adult lower respiratory tract infections - Full version
0,"36th International Symposium on Intensive Care and Emergency Medicine: Brussels, Belgium. 15-18 March 2016"
0,Coronavirus as a possible cause of severe acute respiratory syndrome
0,26 Bronchiectasis and Chronic Suppurative Lung Disease
0,Epidemiological determinants of spread of causal agent of severe acute respiratory syndrome in Hong Kong
0,Chapter 30 Neurologic aspects of influenza viruses
0,6 Gastroenteritis
0,Role of macrolide therapy in chronic obstructive pulmonary disease
0,Community-acquired pneumonia
0,Pneumonia
0,Pneumonia
0,THE COMMON COLD
0,Severe acute respiratory syndrome (SARS) in intensive care units (ICUs): limiting the risk to healthcare workers
0,INFRAGLOTTIC AND BRONCHIAL INFECTIONS
0,Management strategies in the treatment of neonatal and pediatric gastroenteritis
0,The Interplay Between Immune Response and Bacterial Infection in COPD: Focus Upon Non-typeable Haemophilus influenzae
0,Zika virus-induced neurological critical illness in Latin America: Severe Guillain-Barre Syndrome and encephalitis
0,Automated collection of pathogen-specific diagnostic data for real-time syndromic epidemiological studies
0,Severe Acute Respiratory Syndrome (SARS)
0,Severe Acute Respiratory Syndrome (SARS)
0,Pandemic (H1N1) 2009 influenza
0,Th1 and Th17 hypercytokinemia as early host response signature in severe pandemic influenza
0,Viral pneumonia in children
0,Human rhinoviruses: The cold wars resume
0,Daptomycin: A cyclic lipopeptide antimicrobial agent
0,Clinical progression and viral load in a community outbreak of coronavirus-associated SARS pneumonia: a prospective study
0,2018 recommendations for the management of community acquired pneumonia
0,Impact of community respiratory viral infections in urban children with asthma
0,Host adaptive immunity deficiency in severe pandemic influenza
0,Effectiveness of hand hygiene and provision of information in preventing influenza cases requiring hospitalization
0,Emerging novel and antimicrobial-resistant respiratory tract infections: new drug development and therapeutic options
0,Perspectives on Fatigue from the Study of Chronic Fatigue Syndrome and Related Conditions
0,15 Cleaning and decontamination of the healthcare environment
0,Indications for permanent pacing in dogs and cats
0,Acute respiratory distress syndrome
0,Global burden of childhood pneumonia and diarrhoea
0,Direct association between pharyngeal viral secretion and host cytokine response in severe pandemic influenza
0,A familial cluster of pneumonia associated with the 2019 novel coronavirus indicating person-to-person transmission: a study of a family cluster
0,Early non-invasive ventilation treatment for severe influenza pneumonia
0,"Clinical, laboratory and imaging features of COVID-19: A systematic review and meta-analysis"
0,INFECTION CONTROL CHALLENGES IN CHILD-CARE CENTERS
0,Ebola virus disease and critical illness
0,"Antibiotic misuse in respiratory tract infections in children and adults—a prospective, multicentre study (TAILORED Treatment)"
